STOP_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,Lat,Lon
30190,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,Harlem (Blue Line - Forest Park Branch),40980,41.87349, -87.806961
30165,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,41.876862, -87.628196
30130,Western (O'Hare Branch) (Forest Pk-bound),Western,Western (Blue Line - O'Hare Branch),40670,41.916157, -87.687364
30289,Lake (Howard-bound),Lake,Lake (Red Line),41660,41.884809, -87.627813
30270,Roosevelt (95th-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,41.867368, -87.627402
30171,O'Hare (Terminal Arrival),O'Hare,O'Hare (Blue Line),40890,41.97766526, -87.90422307
30042,Western (Forest Pk Branch) (O'Hare-bound),Western,Western (Blue Line - Forest Park Branch),40220,41.875478, -87.688436
30043,Western (Forest Pk Branch) (Forest Pk-bound),Western,Western (Blue Line - Forest Park Branch),40220,41.875478, -87.688436
30129,Western (O'Hare Branch) (O'Hare-bound),Western,Western (Blue Line - O'Hare Branch),40670,41.916157, -87.687364
30381,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,41.853115, -87.626402
30382,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,41.853115, -87.626402
30386,Wilson (Linden-bound),Wilson,Wilson (Red & Purple Lines),40540,41.964273, -87.657588
30240,Addison (Forest Pk-bound),Addison,Addison (Blue Line),41240,41.94738, -87.71906
30105,Wilson (Howard-bound),Wilson,Wilson (Red & Purple Lines),40540,41.964273, -87.657588
30384,Washington/Wabash (Inner Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,41.88322, -87.626189
30122,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,41.90392, -87.631412
30239,Addison (O'Hare-bound),Addison,Addison (Blue Line),41240,41.94738, -87.71906
30106,Wilson (95th-bound),Wilson,Wilson (Red & Purple Lines),40540,41.964273, -87.657588
30383,Washington/Wabash (Outer Loop),Washington/Wabash,"Washington/Wabash (Brown, Green, Orange, Purple & Pink Lines)",41700,41.88322, -87.626189
30385,Wilson (Loop-bound),Wilson,Wilson (Red & Purple Lines),40540,41.964273, -87.657588
30033,Ashland (Harlem-54th/Cermak-bound),Ashland,Ashland (Green & Pink Lines),40170,41.885269, -87.666969
30032,Ashland (Loop-63rd-bound),Ashland,Ashland (Green & Pink Lines),40170,41.885269, -87.666969
